City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,saguenay,48.4168,-71.0657,16.71,70,0,5.66,CA,1717477592
340,odessa,46.4775,30.7326,20.99,76,85,4.27,UA,1717477626
341,tarawa,1.419,172.984,28.77,73,88,1.99,KI,1717477670
342,ventspils,57.3894,21.5606,17.96,82,0,3.09,LV,1717477670
343,gadzhiyevo,69.2551,33.3362,11.45,84,92,1.15,RU,1717477670
344,morteros,-30.7116,-61.9986,7.79,82,99,4.53,AR,1717477670
345,nova sintra,14.8667,-24.7167,24.66,75,95,4.65,CV,1717477670
346,kingston,17.997,-76.7936,27.53,74,20,5.66,JM,1717477297
347,mizdah,31.4451,12.9801,24.84,48,44,4.03,LY,1717477671
348,mongo,12.1844,18.693,30.86,22,1,1.28,TD,1717477671
349,uzgen,40.7699,73.3007,23.16,45,93,0.95,KG,1717477671
350,kalengwa,-13.4659,25.0027,10.06,44,52,1.24,ZM,1717477671
351,mejit,10.2753,170.8646,28.2,80,100,8.5,MH,1717477671
352,jiuquan,39.7432,98.5174,26.45,17,4,4.77,CN,1717477671
353,huayin,34.5675,110.0921,20.05,71,100,2.88,CN,1717477671
354,nsanje,-16.92,35.262,21.35,58,0,0.64,MW,1717477672
355,chiavenna,46.3216,9.3986,15.88,77,49,1.64,IT,1717477672
356,kristiansund,63.1115,7.732,11.18,66,40,1.54,NO,1717477672
357,taghazout,30.5426,-9.7112,18.43,86,94,1.16,MA,1717477672
358,santa rosalia,27.3167,-112.2833,21.74,46,0,5.45,MX,1717477672
359,summerland,49.5998,-119.6691,7.86,65,15,0.33,CA,1717477672
360,tromso,69.6496,18.957,8.01,87,100,4.12,NO,1717477504
361,flying fish cove,-10.4217,105.6791,28.82,74,75,6.69,CX,1717477672
362,kyzyl-suu,42.3414,78.0056,14.31,55,77,2.49,KG,1717477672
